type,param,dropexp,money,pos,Quaternion,sca,item,armor,weapon,colorflag,color,viewrange,wanderingrange,discoveryrange,respawntime
3,[480,0,200,0,100,0,5,10,22],280,45,-290.4/74.29999/639.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[103,104,105,-1,-1],[103,104,105,114,-1],[30,10,8,0,0,8,5,1,0,0,8,5,1,5,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[480,0,200,0,100,0,10,10,22],280,45,-290.5/74.29999/654.8,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[103,104,105,-1,-1],[103,104,105,114,-1],[30,10,8,0,0,8,5,1,0,0,8,5,1,5,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[480,0,200,0,100,0,10,10,22],280,45,-303.5/74.29999/641.3999,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[103,104,105,-1,-1],[103,104,105,114,-1],[30,10,8,0,0,8,5,1,0,0,8,5,1,5,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[620,0,235,0,140,0,15,10,22],350,45,-335.5/74.29999/612.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[104,105,-1,-1,-1],[104,114,105,-1,-1],[30,10,8,0,0,10,1,0,0,0,10,10,1,0,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[620,0,235,0,140,0,15,10,22],350,45,-326.6/74.29999/606.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[104,105,-1,-1,-1],[104,114,105,-1,-1],[30,10,8,0,0,10,1,0,0,0,10,10,1,0,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[700,0,270,0,160,0,10,10,22],450,45,-338.8/74.29999/601.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[104,105,-1,-1,-1],[104,114,105,-1,-1],[30,10,8,0,0,8,2,0,0,0,8,8,2,0,0],1,1.000000/0.727941/0.727941/1.000000,100,20,10,30,10
3,[1200,0,330,0,210,0,10,10,25],500,100,-338.3/77.10001/634.4,0.000000/0.000000/0.000000/1.000000,1/1/1,[-1,-1,-1,-1,-1],[105,-1,-1,-1,-1],[105,-1,-1,-1,-1],[0,0,0,0,0,5,0,0,0,0,5,0,0,0,0],1,0.000000/1.000000/0.917241/1.000000,100,20,10,30,30
3,[640,0,160,0,140,0,20,20,28],1750,100,-436.95/76.22/576.3,0.000000/0.000000/0.000000/1.000000,1/1/1,[207,-1,-1,-1,-1],[105,-1,-1,-1,-1],[105,-1,-1,-1,-1],[100,0,0,0,0,8,0,0,0,0,8,0,0,0,0],1,0.000000/0.000000/1.000000/1.000000,100,7,10,10,30
3,[800,0,230,0,80,0,20,50,28],1400,100,-425.77/76.22/578.72,0.000000/0.000000/0.000000/1.000000,1/1/1,[207,-1,-1,-1,-1],[105,-1,-1,-1,-1],[105,-1,-1,-1,-1],[100,0,0,0,0,8,0,2,0,0,8,0,2,0,0],1,1.000000/0.000000/0.000000/1.000000,100,7,10,10,30
4,[2800,0,500,0,215,0,20,40,45],1700,300,264.2/54.9/623.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[206,-1,-1,-1,-1],[107,105,-1,-1,-1],[108,105,-1,-1,-1],[50,0,0,0,0,20,10,0,0,0,20,10,0,0,0],0,0.764706/0.764706/0.764706/1.000000,100,10,10,20,20
4,[2800,0,500,0,215,0,20,40,45],1700,300,330.2/54.9/622.3,0.000000/0.000000/0.000000/1.000000,1/1/1,[206,-1,-1,-1,-1],[107,105,-1,-1,-1],[108,105,-1,-1,-1],[50,0,0,0,0,20,10,0,0,0,20,10,0,0,0],0,0.764706/0.764706/0.764706/1.000000,100,10,10,20,20
