type,param,dropexp,money,pos,Quaternion,sca,item,armor,weapon,colorflag,color,viewrange,wanderingrange,discoveryrange,respawntime
3,[480,0,200,0,100,0,5,10,22],280,45,-290.4/74.29999/639.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[103,104,105,-1,-1],[103,104,105,114,-1],[30,10,8,0,0,8,5,1,0,0,8,5,1,5,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[480,0,200,0,100,0,10,10,22],280,45,-290.5/74.29999/654.8,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[103,104,105,-1,-1],[103,104,105,114,-1],[30,10,8,0,0,8,5,1,0,0,8,5,1,5,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[480,0,200,0,100,0,10,10,22],280,45,-303.5/74.29999/641.3999,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[103,104,105,-1,-1],[103,104,105,114,-1],[30,10,8,0,0,8,5,1,0,0,8,5,1,5,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[620,0,235,0,140,0,15,10,22],350,45,-335.5/74.29999/612.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[104,105,-1,-1,-1],[104,114,105,-1,-1],[30,10,8,0,0,10,1,0,0,0,10,10,1,0,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[620,0,235,0,140,0,15,10,22],350,45,-326.6/74.29999/606.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[104,105,-1,-1,-1],[104,114,105,-1,-1],[30,10,8,0,0,10,1,0,0,0,10,10,1,0,0],0,1.000000/1.000000/1.000000/1.000000,100,20,10,30,10
3,[700,0,270,0,160,0,10,10,22],450,45,-338.8/74.29999/601.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[205,206,207,-1,-1],[104,105,-1,-1,-1],[104,114,105,-1,-1],[30,10,8,0,0,8,2,0,0,0,8,8,2,0,0],1,1.000000/0.727941/0.727941/1.000000,100,20,10,30,10
3,[1200,0,330,0,210,0,10,10,25],500,100,-338.3/77.10001/634.4,0.000000/0.000000/0.000000/1.000000,1/1/1,[-1,-1,-1,-1,-1],[105,-1,-1,-1,-1],[105,-1,-1,-1,-1],[0,0,0,0,0,5,0,0,0,0,5,0,0,0,0],1,0.000000/1.000000/0.917241/1.000000,100,20,10,30,30
3,[1500,0,160,0,200,0,40,300,28],800,100,-436.95/76.22/576.3,0.000000/0.000000/0.000000/1.000000,1/1/1,[207,-1,-1,-1,-1],[105,-1,-1,-1,-1],[105,-1,-1,-1,-1],[100,0,0,0,0,8,0,0,0,0,8,0,0,0,0],1,0.000000/0.000000/1.000000/1.000000,100,7,10,10,30
3,[800,0,370,0,200,0,35,40,28],800,100,-425.77/76.22/578.72,0.000000/0.000000/0.000000/1.000000,1/1/1,[207,-1,-1,-1,-1],[105,-1,-1,-1,-1],[105,-1,-1,-1,-1],[100,0,0,0,0,8,0,2,0,0,8,0,2,0,0],1,1.000000/0.000000/0.000000/1.000000,100,7,10,10,30
4,[3000,0,480,0,215,0,20,40,45],4000,1500,290.3/54.9/623.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[206,-1,-1,-1,-1],[107,-1,-1,-1,-1],[108,-1,-1,-1,-1],[50,0,0,0,0,10,0,0,0,0,10,0,0,0,0],0,1.000000/1.000000/1.000000/1.000000,100,30,10,60,30
3,[600,0,380,0,100,0,15,10,40],0,0,285.1/54.9/623.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],1,0.198529/0.198529/0.198529/1.000000,360,40,10,60,15
3,[600,0,380,0,100,0,15,10,40],0,0,292.9/54.9/629.4,0.000000/0.000000/0.000000/1.000000,1/1/1,[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],1,0.198529/0.198529/0.198529/1.000000,360,40,10,60,15
3,[600,0,380,0,100,0,15,10,40],0,0,293.1/54.9/619.3,0.000000/0.000000/0.000000/1.000000,1/1/1,[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],1,0.198529/0.198529/0.198529/1.000000,360,40,10,60,15
