type,param,dropexp,money,pos,Quaternion,sca,item,armor,weapon,colorflag,color,viewrange,wanderingrange,discoveryrange,respawntime
5,[600,0,500,0,200,0,10,10,40],750,100,237.7/68.25/156.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,229.76/68.25/148.0699,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,228.1/70.3/193.7,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,239.6/72.8/213.2,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,224.2/70.3/206.2,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,223/68.25/160.6,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,238.4/68.25/169.2,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,244.7/68.25/183,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
5,[600,0,500,0,200,0,10,10,40],750,100,235.6/68.25/186.9,0.000000/0.000000/0.000000/1.000000,1/1/1,[222,-1,-1,-1,-1],[108,113,-1,-1,-1],[109,116,-1,-1,-1],[0,0,0,0,0,10,5,0,0,0,10,5,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
0,[600,0,500,0,200,0,10,10,40],750,100,237/68.25/204.7,0.000000/0.000000/0.000000/1.000000,1/1/1,[203,204,-1,-1,-1],[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[15,5,0,0,0,0,0,0,0,0,0,0,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
0,[600,0,500,0,200,0,10,10,40],750,100,228.5/68.25/173,0.000000/0.000000/0.000000/1.000000,1/1/1,[203,204,-1,-1,-1],[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[15,5,0,0,0,0,0,0,0,0,0,0,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
0,[600,0,500,0,200,0,10,10,40],750,100,243.9/70.3/198.2,0.000000/0.000000/0.000000/1.000000,1/1/1,[203,204,-1,-1,-1],[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[15,5,0,0,0,0,0,0,0,0,0,0,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
0,[600,0,500,0,200,0,10,10,40],750,100,240.8/68.25/145.3,0.000000/0.000000/0.000000/1.000000,1/1/1,[203,204,-1,-1,-1],[-1,-1,-1,-1,-1],[-1,-1,-1,-1,-1],[15,5,0,0,0,0,0,0,0,0,0,0,0,0,0],0,1.000000/1.000000/1.000000/1.000000,200,10,10,30,60
3,[1500,0,710,710,240,240,5,10,53],550,120,67.5/122.5/45.19995,0.000000/-0.420556/0.000000/0.907267,1/1/1,[214,215,-1,-1,-1],[12,109,-1,-1,-1],[-1,-1,-1,-1,-1],[40,5,0,0,0,10,3,0,0,0,0,0,0,0,0],1,0.034482/0.000000/1.000000/1.000000,100,40,10,50,30
3,[1500,0,710,710,240,240,5,10,53],550,120,85.20001/124.74/30.19995,0.000000/-0.420556/0.000000/0.907267,1/1/1,[214,215,-1,-1,-1],[12,109,-1,-1,-1],[-1,-1,-1,-1,-1],[40,5,0,0,0,10,3,0,0,0,0,0,0,0,0],1,0.034482/0.000000/1.000000/1.000000,100,40,10,50,30
3,[1500,0,710,710,240,240,5,10,53],550,120,119.1/117.5/56.09998,0.000000/-0.420556/0.000000/0.907267,1/1/1,[214,215,-1,-1,-1],[12,109,-1,-1,-1],[-1,-1,-1,-1,-1],[40,5,0,0,0,10,3,0,0,0,0,0,0,0,0],1,0.034482/0.000000/1.000000/1.000000,100,40,10,50,30
3,[1500,0,710,710,240,240,5,10,53],550,120,143.4/105.4/74.69995,0.000000/-0.420556/0.000000/0.907267,1/1/1,[214,215,-1,-1,-1],[12,109,-1,-1,-1],[-1,-1,-1,-1,-1],[40,5,0,0,0,10,3,0,0,0,0,0,0,0,0],1,0.034482/0.000000/1.000000/1.000000,100,40,10,50,30
